#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0010033	Response to organic substance	25	2692	0.37	0.38	0.0072	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000296181,9606.ENSP00000305161,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,MT2A,BST2,RIDA,CMPK2,OASL,ITGB5,TRIM56,MX2,OAS2,PLSCR1,CES1,MT-ND3,GBP1,IFIT1,IFIT3,DDX58,LGALS9,MX1,OAS1,PNPT1,IFIT2,ISG15,IFIH1
GO Process	GO:0035457	Cellular response to interferon-alpha	3	12	1.8	0.66	0.0072	9606.ENSP00000360876,9606.ENSP00000388001,9606.ENSP00000490935	IFIT3,OAS1,IFIT2
GO Process	GO:0060338	Regulation of type I interferon-mediated signaling pathway	4	40	1.4	0.64	0.0072	9606.ENSP00000228928,9606.ENSP00000305161,9606.ENSP00000388001,9606.ENSP00000496832	OAS3,TRIM56,OAS1,ISG15
GO Process	GO:0140289	Protein mono-ADP-ribosylation	3	12	1.8	0.66	0.0072	9606.ENSP00000263549,9606.ENSP00000353512,9606.ENSP00000418194	PARP12,PARP9,PARP14
GO Process	GO:1901575	Organic substance catabolic process	19	1686	0.45	0.41	0.0072	9606.ENSP00000254878,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000306565,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000353720,9606.ENSP00000356436,9606.ENSP00000379038,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000417401,9606.ENSP00000464087,9606.ENSP00000479130,9606.ENSP00000496832	RIDA,HERC6,ALDH8A1,DTX3L,ERAP1,ISG20,ADPGK,UBA7,LIPA,OAS2,CES1,PLA2G4A,TYMP,PNPT1,USP41,HELZ2,RNF213,ACSF3,ISG15
GO Process	GO:0098586	Cellular response to virus	5	87	1.16	0.59	0.0081	9606.ENSP00000228928,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,DDX58,LGALS9,OAS1,IFIH1
GO Process	GO:0071639	Positive regulation of monocyte chemotactic protein-1 production	3	14	1.73	0.62	0.0098	9606.ENSP00000228928,9606.ENSP00000378856,9606.ENSP00000388001	OAS3,LGALS9,OAS1
GO Process	GO:0044248	Cellular catabolic process	18	1620	0.45	0.38	0.0132	9606.ENSP00000220751,9606.ENSP00000254878,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000342278,9606.ENSP00000356436,9606.ENSP00000369373,9606.ENSP00000379038,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000417401,9606.ENSP00000464087,9606.ENSP00000479130,9606.ENSP00000496832	RIPK2,RIDA,HERC6,ALDH8A1,DTX3L,ERAP1,ISG20,UBA7,OAS2,PLA2G4A,TRIM5,TYMP,PNPT1,USP41,HELZ2,RNF213,ACSF3,ISG15
GO Process	GO:0043330	Response to exogenous dsRNA	4	50	1.31	0.54	0.0149	9606.ENSP00000220751,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000497271	RIPK2,IFIT1,DDX58,IFIH1
GO Process	GO:0002221	Pattern recognition receptor signaling pathway	5	101	1.1	0.52	0.0150	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	RIPK2,OAS3,DDX58,OAS1,IFIH1
GO Process	GO:0048584	Positive regulation of response to stimulus	21	2131	0.4	0.35	0.0150	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000305161,9606.ENSP00000339328,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000357704,9606.ENSP00000364382,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000418194,9606.ENSP00000434024,9606.ENSP00000478874,9606.ENSP00000497271	RIPK2,PLAT,SLC15A3,BST2,OASL,HLA-F,DTX3L,TRIM56,PLAUR,PLSCR1,PARP9,PLA2G4A,S100A4,PRXL2C,DDX58,TRIM5,LGALS9,PARP14,H2AX,CAMK1D,IFIH1
GO Process	GO:0009617	Response to bacterium	11	663	0.62	0.42	0.0152	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000256722,9606.ENSP00000264346,9606.ENSP00000296754,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000464087,9606.ENSP00000496832	RIPK2,OAS3,CMPK2,HERC6,ERAP1,OAS2,IFI44,LGALS9,OAS1,RNF213,ISG15
GO Process	GO:0060339	Negative regulation of type I interferon-mediated signaling pathway	3	19	1.6	0.52	0.0199	9606.ENSP00000228928,9606.ENSP00000388001,9606.ENSP00000496832	OAS3,OAS1,ISG15
GO Process	GO:0071360	Cellular response to exogenous dsRNA	3	19	1.6	0.52	0.0199	9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000497271	IFIT1,DDX58,IFIH1
GO Process	GO:0001961	Positive regulation of cytokine-mediated signaling pathway	4	57	1.25	0.49	0.0221	9606.ENSP00000220751,9606.ENSP00000305161,9606.ENSP00000353512,9606.ENSP00000418194	RIPK2,TRIM56,PARP9,PARP14
GO Process	GO:0044238	Primary metabolic process	45	7156	0.2	0.27	0.0221	9606.ENSP00000217109,9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000259727,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000356436,9606.ENSP00000360247,9606.ENSP00000369373,9606.ENSP00000379038,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000416002,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000428223,9606.ENSP00000428619,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000464087,9606.ENSP00000465734,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000496832,9606.ENSP00000497271	CSTF1,RIPK2,PLAT,OAS3,DDX49,RIDA,CMPK2,GMPR,PARP12,HERC6,ALDH8A1,DTX3L,ERAP1,TRIM56,ISG20,COMMD1,ADPGK,UBA7,ALG12,LIPA,OAS2,PLSCR1,PARP9,CES1,MT-ND3,PLA2G4A,CYP2J2,TRIM5,TYMP,OAS1,PNPT1,USP41,SLC35A2,HELZ2,PARP14,RPL26L1,UTP14C,H2AX,MRPS21,RNF213,SLC16A2,CAMK1D,ACSF3,ISG15,IFIH1
GO Process	GO:0002833	Positive regulation of response to biotic stimulus	6	187	0.91	0.44	0.0240	9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000369373	OASL,HLA-F,TRIM56,PLSCR1,PARP9,TRIM5
GO Process	GO:0048583	Regulation of response to stimulus	30	3931	0.28	0.29	0.0271	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000339328,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000362942,9606.ENSP00000364382,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000434024,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,SLC15A3,OAS3,BST2,OASL,HLA-F,DTX3L,ERAP1,TRIM56,PLAUR,PLSCR1,PARP9,PLA2G4A,S100A4,GBP1,IFIT1,PHACTR4,PRXL2C,DDX58,TRIM5,LGALS9,CTNNA2,OAS1,PARP14,H2AX,RNF213,CAMK1D,ISG15,IFIH1
GO Process	GO:0071659	Negative regulation of IP-10 production	2	3	2.23	0.48	0.0310	9606.ENSP00000228928,9606.ENSP00000388001	OAS3,OAS1
GO Process	GO:0032102	Negative regulation of response to external stimulus	8	387	0.72	0.38	0.0324	9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000378856,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	PLAT,OAS3,HLA-F,LGALS9,CTNNA2,OAS1,PARP14,ISG15
GO Process	GO:0032682	Negative regulation of chemokine production	3	24	1.5	0.46	0.0324	9606.ENSP00000228928,9606.ENSP00000378856,9606.ENSP00000388001	OAS3,LGALS9,OAS1
GO Process	GO:0071704	Organic substance metabolic process	46	7522	0.19	0.26	0.0324	9606.ENSP00000217109,9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000259727,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000356436,9606.ENSP00000360247,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000379038,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000416002,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000428223,9606.ENSP00000428619,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000464087,9606.ENSP00000465734,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000496832,9606.ENSP00000497271	CSTF1,RIPK2,PLAT,OAS3,DDX49,RIDA,CMPK2,GMPR,PARP12,HERC6,ALDH8A1,DTX3L,ERAP1,TRIM56,ISG20,COMMD1,ADPGK,UBA7,ALG12,LIPA,OAS2,PLSCR1,PARP9,CES1,MT-ND3,PLA2G4A,CYP2J2,DDX58,TRIM5,TYMP,OAS1,PNPT1,USP41,SLC35A2,HELZ2,PARP14,RPL26L1,UTP14C,H2AX,MRPS21,RNF213,SLC16A2,CAMK1D,ACSF3,ISG15,IFIH1
GO Process	GO:0032727	Positive regulation of interferon-alpha production	3	25	1.48	0.45	0.0344	9606.ENSP00000220751,9606.ENSP00000369213,9606.ENSP00000497271	RIPK2,DDX58,IFIH1
GO Process	GO:0042221	Response to chemical	30	4010	0.28	0.27	0.0358	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000296181,9606.ENSP00000305161,9606.ENSP00000333657,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000364382,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,MT2A,BST2,RIDA,CMPK2,OASL,ITGB5,TRIM56,MX2,PLAUR,OAS2,PLSCR1,CES1,MT-ND3,PLA2G4A,GBP1,CYP2J2,IFIT1,IFIT3,PRXL2C,DDX58,LGALS9,TYMP,MX1,OAS1,PNPT1,IFIT2,ISG15,IFIH1
GO Process	GO:0010629	Negative regulation of gene expression	12	899	0.53	0.32	0.0411	9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000259951,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000417401,9606.ENSP00000418194	PLAT,OAS3,BST2,RIDA,HLA-F,PARP9,GBP1,LGALS9,OAS1,PNPT1,HELZ2,PARP14
GO Process	GO:0032722	Positive regulation of chemokine production	4	71	1.15	0.41	0.0411	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000378856,9606.ENSP00000388001	RIPK2,OAS3,LGALS9,OAS1
GO Process	GO:0039530	MDA-5 signaling pathway	2	4	2.1	0.44	0.0411	9606.ENSP00000228928,9606.ENSP00000497271	OAS3,IFIH1
GO Process	GO:2000342	Negative regulation of chemokine (C-X-C motif) ligand 2 production	2	4	2.1	0.44	0.0411	9606.ENSP00000228928,9606.ENSP00000388001	OAS3,OAS1
GO Process	GO:0001960	Negative regulation of cytokine-mediated signaling pathway	4	75	1.13	0.39	0.0468	9606.ENSP00000228928,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	OAS3,OAS1,PARP14,ISG15
GO Process	GO:0044265	Cellular macromolecule catabolic process	11	786	0.55	0.32	0.0483	9606.ENSP00000254878,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000342278,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000417401,9606.ENSP00000464087,9606.ENSP00000496832	RIDA,HERC6,DTX3L,ISG20,UBA7,OAS2,PNPT1,USP41,HELZ2,RNF213,ISG15
GO Process	GO:0050688	Regulation of defense response to virus	4	76	1.12	0.39	0.0483	9606.ENSP00000296161,9606.ENSP00000353512,9606.ENSP00000360869,9606.ENSP00000369213	DTX3L,PARP9,IFIT1,DDX58
GO Process	GO:0071310	Cellular response to organic substance	19	2019	0.38	0.28	0.0483	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000245185,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000296181,9606.ENSP00000342278,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000490935,9606.ENSP00000497271	RIPK2,PLAT,MT2A,CMPK2,OASL,ITGB5,OAS2,CES1,MT-ND3,GBP1,IFIT1,IFIT3,DDX58,LGALS9,MX1,OAS1,PNPT1,IFIT2,IFIH1
GO Function	GO:0001730	2-5-oligoadenylate synthetase activity	4	4	2.4	1.3	7.64e-05	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000388001	OAS3,OASL,OAS2,OAS1
GO Function	GO:0003723	RNA binding	23	1672	0.54	0.6	0.00021	9606.ENSP00000217109,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000342278,9606.ENSP00000355574,9606.ENSP00000357704,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000417401,9606.ENSP00000428223,9606.ENSP00000461930,9606.ENSP00000463978,9606.ENSP00000490935,9606.ENSP00000497271	CSTF1,OAS3,DDX49,BST2,RIDA,OASL,PARP12,TRIM56,ISG20,OAS2,COA6,S100A4,IFIT1,IFIT3,DDX58,OAS1,PNPT1,HELZ2,RPL26L1,MRPS21,SLC16A3,IFIT2,IFIH1
GO Function	GO:0003824	Catalytic activity	43	5522	0.29	0.41	0.00081	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000360247,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000377036,9606.ENSP00000379038,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,PLAT,OAS3,DDX49,RIDA,CMPK2,OASL,GMPR,PARP12,HERC6,ALDH8A1,DTX3L,ERAP1,TRIM56,ISG20,ADPGK,UBA7,MX2,ALG12,LIPA,OAS2,PLSCR1,PARP9,CES1,MT-ND3,PLA2G4A,GBP1,CYP2J2,DDX58,TRIM5,PTPA,TYMP,MX1,OAS1,PNPT1,USP41,HELZ2,PARP14,RAB9A,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:0003725	Double-stranded RNA binding	6	76	1.3	0.83	0.0011	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,OASL,OAS2,DDX58,OAS1,IFIH1
GO Function	GO:0043168	Anion binding	25	2404	0.42	0.43	0.0036	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000308236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,OAS3,DDX49,RIDA,CMPK2,COMMD1,UBA7,MX2,OAS2,PARP9,PLA2G4A,GBP1,IFI44L,DDX58,PTPA,MX1,OAS1,HELZ2,PARP14,RAB9A,RANBP17,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:0035639	Purine ribonucleoside triphosphate binding	20	1834	0.44	0.36	0.0168	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000256722,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,OAS3,DDX49,CMPK2,UBA7,MX2,OAS2,GBP1,IFI44L,DDX58,PTPA,MX1,OAS1,HELZ2,RAB9A,RANBP17,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:0032555	Purine ribonucleotide binding	20	1903	0.42	0.34	0.0226	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000256722,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,OAS3,DDX49,CMPK2,UBA7,MX2,OAS2,GBP1,IFI44L,DDX58,PTPA,MX1,OAS1,HELZ2,RAB9A,RANBP17,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:0097159	Organic cyclic compound binding	41	6050	0.23	0.28	0.0226	9606.ENSP00000217109,9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000355574,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000428223,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000463978,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000490935,9606.ENSP00000497271	CSTF1,RIPK2,OAS3,DDX49,BST2,RIDA,CMPK2,OASL,PARP12,TRIM56,ISG20,UBA7,MX2,OAS2,PLSCR1,PARP9,COA6,S100A4,GBP1,IFI44L,CYP2J2,IFIT1,IFIT3,DDX58,PTPA,MX1,OAS1,PNPT1,HELZ2,PARP14,RAB9A,RANBP17,RPL26L1,H2AX,MRPS21,SLC16A3,RNF213,CAMK1D,ACSF3,IFIT2,IFIH1
GO Function	GO:0097367	Carbohydrate derivative binding	22	2278	0.39	0.33	0.0226	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000256722,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,OAS3,DDX49,CMPK2,UBA7,MX2,OAS2,PARP9,GBP1,IFI44L,DDX58,PTPA,LGALS9,MX1,OAS1,HELZ2,RAB9A,RANBP17,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:1901363	Heterocyclic compound binding	41	5977	0.24	0.28	0.0226	9606.ENSP00000217109,9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000355574,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000428223,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000463978,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000490935,9606.ENSP00000497271	CSTF1,RIPK2,OAS3,DDX49,BST2,RIDA,CMPK2,OASL,PARP12,TRIM56,ISG20,UBA7,MX2,OAS2,PLSCR1,PARP9,COA6,S100A4,GBP1,IFI44L,CYP2J2,IFIT1,IFIT3,DDX58,PTPA,MX1,OAS1,PNPT1,HELZ2,PARP14,RAB9A,RANBP17,RPL26L1,H2AX,MRPS21,SLC16A3,RNF213,CAMK1D,ACSF3,IFIT2,IFIH1
GO Function	GO:0016763	Pentosyltransferase activity	4	52	1.29	0.48	0.0248	9606.ENSP00000263549,9606.ENSP00000353512,9606.ENSP00000379038,9606.ENSP00000418194	PARP12,PARP9,TYMP,PARP14
GO Function	GO:0000166	Nucleotide binding	21	2168	0.39	0.32	0.0266	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000247003,9606.ENSP00000256722,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000369213,9606.ENSP00000377036,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000497271	RIPK2,OAS3,DDX49,CMPK2,UBA7,MX2,OAS2,GBP1,IFI44L,DDX58,PTPA,MX1,OAS1,HELZ2,PARP14,RAB9A,RANBP17,RNF213,CAMK1D,ACSF3,IFIH1
GO Function	GO:1990404	NAD+-protein ADP-ribosyltransferase activity	3	21	1.56	0.46	0.0326	9606.ENSP00000263549,9606.ENSP00000353512,9606.ENSP00000418194	PARP12,PARP9,PARP14
GO Function	GO:0016779	Nucleotidyltransferase activity	5	118	1.03	0.42	0.0345	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000388001,9606.ENSP00000400646	OAS3,OASL,OAS2,OAS1,PNPT1
GO Function	GO:0016740	Transferase activity	21	2268	0.37	0.29	0.0397	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000305161,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000333813,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000369373,9606.ENSP00000379038,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000418194,9606.ENSP00000464087,9606.ENSP00000478874	RIPK2,OAS3,CMPK2,OASL,PARP12,HERC6,DTX3L,TRIM56,ADPGK,UBA7,ALG12,OAS2,PARP9,PLA2G4A,TRIM5,TYMP,OAS1,PNPT1,PARP14,RNF213,CAMK1D
GO Function	GO:0003950	NAD+ ADP-ribosyltransferase activity	3	26	1.46	0.4	0.0494	9606.ENSP00000263549,9606.ENSP00000353512,9606.ENSP00000418194	PARP12,PARP9,PARP14
