#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0039528	Cytoplasmic pattern recognition receptor signaling pathway in response to virus	3	11	1.57	0.4	0.0374	9606.ENSP00000228928,9606.ENSP00000369213,9606.ENSP00000497271	OAS3,DDX58,IFIH1
GO Process	GO:0001959	Regulation of cytokine-mediated signaling pathway	7	152	0.8	0.34	0.0457	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000353512,9606.ENSP00000355279,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	OAS3,STAT2,PARP9,CNOT7,OAS1,PARP14,ISG15
GO Process	GO:0002230	Positive regulation of defense response to virus by host	4	34	1.2	0.37	0.0457	9606.ENSP00000296161,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000369213	DTX3L,PARP9,STAT1,DDX58
GO Process	GO:0035457	Cellular response to interferon-alpha	3	12	1.53	0.37	0.0457	9606.ENSP00000360876,9606.ENSP00000388001,9606.ENSP00000490935	IFIT3,OAS1,IFIT2
GO Process	GO:0048251	Elastic fiber assembly	3	12	1.53	0.37	0.0457	9606.ENSP00000304408,9606.ENSP00000345728,9606.ENSP00000369677	COL3A1,ATP7A,EMILIN1
GO Function	GO:0001730	2-5-oligoadenylate synthetase activity	4	4	2.13	0.86	0.00092	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000388001	OAS3,OASL,OAS2,OAS1
GO Function	GO:0003725	Double-stranded RNA binding	7	76	1.1	0.57	0.0062	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000314023,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,OASL,SIDT2,OAS2,DDX58,OAS1,IFIH1
GO Component	GO:0005737	Cytoplasm	122	12056	0.14	0.49	3.45e-06	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000235090,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000260502,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000335029,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359783,9606.ENSP00000359990,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000381101,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000398882,9606.ENSP00000401264,9606.ENSP00000401508,9606.ENSP00000405405,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,GMPR,BCAR3,GALC,MPP5,GPN1,KRT10,RHOB,MMS22L,SPC25,VCAM1,DTX3L,RFT1,MVD,ANTXR1,XPO6,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,IFI44,LRRC40,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,SERPINB7,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,USP41,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:0043231	Intracellular membrane-bounded organelle	121	12149	0.13	0.47	1.07e-05	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000235090,9606.ENSP00000238379,9606.ENSP00000247003,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259239,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000292476,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332194,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359170,9606.ENSP00000359489,9606.ENSP00000359990,9606.ENSP00000360231,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000365919,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000401508,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,GPN1,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,RFT1,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,LRRC40,NFIA,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,NAPRT,CNEP1R1,OSBPL9,USP41,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:0005622	Intracellular anatomical structure	134	14891	0.09	0.41	9.46e-05	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000235090,9606.ENSP00000238379,9606.ENSP00000247003,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259239,9606.ENSP00000259727,9606.ENSP00000260502,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000292476,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332194,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000335029,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359170,9606.ENSP00000359489,9606.ENSP00000359783,9606.ENSP00000359990,9606.ENSP00000360231,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000365919,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000381101,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000398882,9606.ENSP00000401264,9606.ENSP00000401508,9606.ENSP00000405405,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GMPR,BCAR3,GALC,MPP5,GTF3C3,GPN1,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,RFT1,MVD,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,IFI44,LRRC40,NFIA,IFIT5,IFIT1,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,SERPINB7,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,USP41,EIF2B1,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:0043227	Membrane-bounded organelle	124	13188	0.11	0.41	0.00017	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000230538,9606.ENSP00000235090,9606.ENSP00000238379,9606.ENSP00000247003,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259239,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000292476,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332194,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359170,9606.ENSP00000359489,9606.ENSP00000359990,9606.ENSP00000360231,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000365919,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000369677,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000380553,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000401508,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,LAMA4,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,GPN1,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,RFT1,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,LRRC40,NFIA,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,SAMD9,TRIM22,TRIM5,EMILIN1,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,NAPRT,CNEP1R1,OSBPL9,USP41,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:0043229	Intracellular organelle	124	13231	0.1	0.41	0.00018	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000235090,9606.ENSP00000238379,9606.ENSP00000247003,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259239,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000292476,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332194,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359170,9606.ENSP00000359489,9606.ENSP00000359990,9606.ENSP00000360231,9606.ENSP00000360860,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000365919,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000401508,9606.ENSP00000405405,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,GPN1,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,RFT1,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,LRRC40,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,USP41,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:0005829	Cytosol	67	5438	0.22	0.45	0.00051	9606.ENSP00000225729,9606.ENSP00000228928,9606.ENSP00000235090,9606.ENSP00000252244,9606.ENSP00000253110,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000296161,9606.ENSP00000301012,9606.ENSP00000302790,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000315768,9606.ENSP00000330032,9606.ENSP00000333657,9606.ENSP00000335029,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000348554,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000355279,9606.ENSP00000358719,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000362817,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000371897,9606.ENSP00000381601,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000398882,9606.ENSP00000401264,9606.ENSP00000401508,9606.ENSP00000405405,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000416250,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000454264,9606.ENSP00000476386,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	DRG2,OAS3,WDR77,KRT1,SHFL,OASL,GMPR,GPN1,KRT10,RHOB,MMS22L,SPC25,DTX3L,MVD,XPO6,VPS50,COMMD1,VPS41,STAT2,UPP1,MX2,RASA3,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,CDC16,PARP9,STAT1,CNOT7,ME1,IFIT5,IFIT1,IFIT3,FABP3,DDX58,SAMD9,TRIM22,TRIM5,ARHGAP5,MX1,CERT1,IFI30,ARMC5,IPO11,OAS1,IFI35,TSC22D1,DOHH,CTPS2,NAPRT,PHLDB2,CNEP1R1,OSBPL9,USP41,EIF2B1,PARP14,INTS9,NUB1,DCP1A,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
