	-log10(fdr_BH)	log2(fold_change)	Gene
sp|O96013|PAK4_HUMAN Serine/threonine-protein kinase PAK 4 OS=Homo sapiens OX=9606 GN=PAK4 PE=1 SV=1	2.998088988925374	-1.964880596148291	PAK4
sp|O96019|ACL6A_HUMAN Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1	0.04363728707817138	-0.059561445908159816	ACTL6A
sp|P00167|CYB5_HUMAN Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2	0.9604728564840017	-0.5499651579399181	CYB5A
sp|P00326|ADH1G_HUMAN Alcohol dehydrogenase 1C OS=Homo sapiens OX=9606 GN=ADH1C PE=1 SV=2	4.514446883049826	1.8822313292391124	ADH1C
sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	1.808430215682572	0.24265683335069688	LDHA
sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	1.2811222303245116	0.16234994659372015	GLUD1
sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=2	3.620015494004214	-2.8695255799620094	DHFR
sp|P00387|NB5R3_HUMAN NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3	3.063752955947237	0.19557250175954866	CYB5R3
sp|P00390|GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2	0.032988894936633664	-0.021405214428769748	GSR
sp|P00395|COX1_HUMAN Cytochrome c oxidase subunit 1 OS=Homo sapiens OX=9606 GN=MT-CO1 PE=1 SV=1	1.4104934525729718	0.613945717607962	MT-CO1
sp|P00403|COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1	0.04252288930924254	-0.014613188064920957	MT-CO2
sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	0.47936096676294876	-0.09859965438152152	SOD1
sp|P00488|F13A_HUMAN Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5	2.0819466232838413	0.7468682160634149	F13A1
sp|P00491|PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2	0.29943964900639203	0.03737262065634184	PNP
sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	0.9042413013686159	-0.3359921888771747	HPRT1
sp|P00505|AATM_HUMAN Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3	1.739484404569794	0.2785942343549028	GOT2
sp|P00533|EGFR_HUMAN Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2	2.8724535500059987	-0.5898539383004144	EGFR
sp|P00558|PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	0.31966115507862614	0.04916218231524461	PGK1
sp|P00568|KAD1_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3	1.9218602450362743	0.37981878297490757	AK1
sp|P00734|THRB_HUMAN Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2	0.006128941962627055	0.006636858903224185	F2
sp|P00750|TPA_HUMAN Tissue-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAT PE=1 SV=1	2.8296077814256355	1.8991803741521702	PLAT
sp|P00846|ATP6_HUMAN ATP synthase subunit a OS=Homo sapiens OX=9606 GN=MT-ATP6 PE=1 SV=1	2.2854151778230896	-0.05408302866789816	MT-ATP6
sp|P00966|ASSY_HUMAN Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2	1.8513733702656865	0.3052899997485323	ASS1
sp|P00973|OAS1_HUMAN 2'-5'-oligoadenylate synthase 1 OS=Homo sapiens OX=9606 GN=OAS1 PE=1 SV=4	5.393002121722014	3.7868086523264295	OAS1
sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	0.18718048962335185	-0.10138855665661595	A2M
sp|P01033|TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1	0.18026599860441372	0.16131025765420312	TIMP1
sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	2.378174794929758	0.6591224776608097	CST3
sp|P01111|RASN_HUMAN GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1	0.23973120508202517	-0.09203617047756929	NRAS
sp|P01116|RASK_HUMAN GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1	1.5679151749678941	-0.361581616796146	KRAS
sp|P01137|TGFB1_HUMAN Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2	3.796157444864357	-0.7001749626993107	TGFB1
sp|P01889|HLAB_HUMAN HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3	1.8128546476568284	0.2903046343746314	HLA-B
sp|P02008|HBAZ_HUMAN Hemoglobin subunit zeta OS=Homo sapiens OX=9606 GN=HBZ PE=1 SV=2	5.230736113326274	3.2701268826210517	HBZ
sp|P02042|HBD_HUMAN Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2	1.0723997127571405	-0.44449704980130245	HBD
sp|P02452|CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=6	1.79506030470611	-0.07970604532867176	COL1A1
sp|P02458|CO2A1_HUMAN Collagen alpha-1(II) chain OS=Homo sapiens OX=9606 GN=COL2A1 PE=1 SV=3	1.7589218093653174	-0.4894002724128317	COL2A1
sp|P02461|CO3A1_HUMAN Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4	0.45624020515350316	-0.05055081378106019	COL3A1
sp|P02462|CO4A1_HUMAN Collagen alpha-1(IV) chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=4	0.03902629368176482	-0.02252535103595643	COL4A1
sp|P02511|CRYAB_HUMAN Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=CRYAB PE=1 SV=2	0.9477506160111331	-0.13003772729420193	CRYAB
sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4	4.007136015099769	0.49393442089298056	KRT14
sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1	0.08166980304710846	0.014246741610591807	LMNA
sp|P02647|APOA1_HUMAN Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1	0.4618879776815811	-0.19358326602808495	APOA1
sp|P02649|APOE_HUMAN Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1	0.9578068406400148	0.2887532993892449	APOE
sp|P02656|APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1	0.165195553745957	0.11692774952646451	APOC3
sp|P02679|FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3	0.30493263505268736	0.1753909117926309	FGG
sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5	3.069608694952158	-0.15715709585930338	FN1
sp|P02768|ALBU_HUMAN Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2	1.9146915351919669	-0.43079967437579203	ALB
sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	3.067029536068175	-0.5000259488766108	TFRC
sp|P02792|FRIL_HUMAN Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2	1.0347268296979133	-0.5682998933243613	FTL
sp|P02794|FRIH_HUMAN Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2	0.7778130305980925	-0.2913170162223858	FTH1
sp|P02795|MT2_HUMAN Metallothionein-2 OS=Homo sapiens OX=9606 GN=MT2A PE=1 SV=1	5.4553047379776745	4.337017740487702	MT2A
sp|P03886|NU1M_HUMAN NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens OX=9606 GN=MT-ND1 PE=1 SV=1	3.7960944666093157	2.431148117162472	MT-ND1
sp|P03891|NU2M_HUMAN NADH-ubiquinone oxidoreductase chain 2 OS=Homo sapiens OX=9606 GN=MT-ND2 PE=1 SV=2	1.0802439239575734	-0.3907797286366581	MT-ND2
sp|P03897|NU3M_HUMAN NADH-ubiquinone oxidoreductase chain 3 OS=Homo sapiens OX=9606 GN=MT-ND3 PE=1 SV=1	5.2215444962738315	2.8310697203414046	MT-ND3
sp|P03905|NU4M_HUMAN NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens OX=9606 GN=MT-ND4 PE=1 SV=1	0.2854834566362911	0.05700641506329657	MT-ND4
sp|P03915|NU5M_HUMAN NADH-ubiquinone oxidoreductase chain 5 OS=Homo sapiens OX=9606 GN=MT-ND5 PE=1 SV=2	0.28278313756206774	-0.18890322010506677	MT-ND5
sp|P03928|ATP8_HUMAN ATP synthase protein 8 OS=Homo sapiens OX=9606 GN=MT-ATP8 PE=1 SV=1	0.0028199394455141547	0.0036236685220362164	MT-ATP8
sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	1.7360618993624186	-0.0448768853109478	VTN
sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	0.6300592922393237	-0.07625443682784694	CAT
sp|P04062|GBA1_HUMAN Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA1 PE=1 SV=3	0.7827905783229505	0.1790653940521496	GBA1
sp|P04066|FUCO_HUMAN Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4	0.08436004155158658	0.11183707715806279	FUCA1
sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	1.7001217321144875	-0.14508747076623818	ALDOA
sp|P04080|CYTB_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2	0.01607954167522622	-0.008001454557434284	CSTB
sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	1.705844746743268	-0.15303655559411444	ANXA1
sp|P04114|APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2	0.2660342250350226	0.11848414041352728	APOB
sp|P04156|PRIO_HUMAN Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1	0.06592599552635343	-0.05952067617443735	PRNP
sp|P04179|SODM_HUMAN Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3	1.427354511920468	-0.42003747036825567	SOD2
sp|P04181|OAT_HUMAN Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1	0.08044631757706618	-0.020891469499977666	OAT
sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2	2.0687398027959882	-0.40957551264228925	TK1
sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2	0.9816494720631467	-0.4111819694167015	THY1
sp|P04264|K2C1_HUMAN Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6	1.871943585215193	-0.3736805175762292	KRT1
sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	0.7320514400075453	0.027535768863979904	GAPDH
sp|P04439|HLAA_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2	1.4104934525729718	0.3599027642606767	HLA-A
sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1	0.8181229467002531	0.08996509342302317	CAPNS1
sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	0.6185260047647932	0.11032452618561361	HSPB1
sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1	1.596577811242569	-0.19508587025507595	RPN1
sp|P04844|RPN2_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3	1.678231186354839	-0.25172872218438935	RPN2
sp|P04899|GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3	2.085743854877029	-0.24171378577995561	GNAI2
sp|P04908|H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2	4.027834146417139	-0.4816469329744568	H2AC4
sp|P04920|B3A2_HUMAN Anion exchange protein 2 OS=Homo sapiens OX=9606 GN=SLC4A2 PE=1 SV=4	0.11679696567359812	0.0869242955807038	SLC4A2
sp|P04921|GLPC_HUMAN Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1	0.4904944624216251	-0.06638657957100094	GYPC
sp|P05023|AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1	2.5083155992973523	0.1656576435971575	ATP1A1
sp|P05026|AT1B1_HUMAN Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1	1.7865160168841538	0.2546071945998579	ATP1B1
sp|P05067|A4_HUMAN Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	0.45400246212419715	0.256606945374785	APP
sp|P05091|ALDH2_HUMAN Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2	1.6641321511066636	-0.2727368971488122	ALDH2
sp|P05114|HMGN1_HUMAN Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	0.6578341303136696	0.4503315142955283	HMGN1
sp|P05120|PAI2_HUMAN Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2	2.6058548917547406	0.4024673741399656	SERPINB2
sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7	0.29611971190254943	-0.03661131622318714	SLC25A5
sp|P05161|ISG15_HUMAN Ubiquitin-like protein ISG15 OS=Homo sapiens OX=9606 GN=ISG15 PE=1 SV=5	3.4166500812184286	1.6649401581046621	ISG15
sp|P05165|PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4	0.9183960581022778	-0.6735871910281868	PCCA
sp|P05166|PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3	0.5347273553102881	-0.17750852489886543	PCCB
sp|P05186|PPBT_HUMAN Alkaline phosphatase, tissue-nonspecific isozyme OS=Homo sapiens OX=9606 GN=ALPL PE=1 SV=4	0.11466357829904998	0.016452484104223286	ALPL
sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	0.9051912765206813	0.12612868361146612	EIF2S1
sp|P05204|HMGN2_HUMAN Non-histone chromosomal protein HMG-17 OS=Homo sapiens OX=9606 GN=HMGN2 PE=1 SV=3	2.384020664907878	0.4612427953699711	HMGN2
sp|P05230|FGF1_HUMAN Fibroblast growth factor 1 OS=Homo sapiens OX=9606 GN=FGF1 PE=1 SV=1	4.2805924217896365	3.0085327557793096	FGF1
sp|P05362|ICAM1_HUMAN Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	0.018449257149418054	0.00785987226721968	ICAM1
sp|P05386|RLA1_HUMAN Large ribosomal subunit protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	0.7213985893817356	-0.2699295286029313	RPLP1
sp|P05387|RLA2_HUMAN Large ribosomal subunit protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1	0.6843188053033074	-0.08256456377580701	RPLP2
sp|P05388|RLA0_HUMAN Large ribosomal subunit protein uL10 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1	0.19703003325841234	0.02801224746109754	RPLP0
sp|P05413|FABPH_HUMAN Fatty acid-binding protein, heart OS=Homo sapiens OX=9606 GN=FABP3 PE=1 SV=4	1.1070357468471428	-0.45691942987738154	FABP3
sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3	0.09110769643708046	0.03107468174094652	CLEC3B
sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	0.535110634352486	0.08287128417240686	SSB
sp|P05556|ITB1_HUMAN Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2	0.8168324749211594	0.15194785455371418	ITGB1
sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2	0.8558990439651428	0.10209912796498033	KRT18
sp|P05997|CO5A2_HUMAN Collagen alpha-2(V) chain OS=Homo sapiens OX=9606 GN=COL5A2 PE=1 SV=3	2.326819511402263	-0.35513029060752516	COL5A2
sp|P06132|DCUP_HUMAN Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2	1.7437703634183088	-0.9922316091238348	UROD
sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1	0.3596433329816187	-0.06901286624623437	GLA
sp|P06396|GELS_HUMAN Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	1.8332127928147108	0.12247506254923013	GSN
sp|P06400|RB_HUMAN Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2	0.07497019772878664	-0.03430405269469783	RB1
sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2	0.24485978996556326	-0.2675240841609121	PTMA
sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3	4.294485593915964	-3.6855713399480132	CDK1
sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3	0.1368673792982614	0.02150942604110373	ATP5F1B
sp|P06703|S10A6_HUMAN Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1	0.051932888430480634	-0.021771174128983217	S100A6
sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2	0.6658605660470941	0.18180570668422458	EIF4E
sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	0.1311637897677848	-0.013527366891355364	ENO1
sp|P06737|PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4	0.13919478877046831	0.03672360902874218	PYGL
sp|P06744|G6PI_HUMAN Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	0.13384116849119165	-0.021369426021486948	GPI
sp|P06748|NPM_HUMAN Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	0.4765212477289916	0.07047823895173	NPM1
sp|P06753|TPM3_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	0.4507878625888906	-0.06710442994879462	TPM3
sp|P06756|ITAV_HUMAN Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV PE=1 SV=2	0.9717892303820366	-0.20794982808107365	ITGAV
sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	0.5288034645357981	-0.17614716288549712	HEXA
sp|P06899|H2B1J_HUMAN Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=H2BC11 PE=1 SV=3	2.331635465452261	0.22111464804654712	H2BC11
sp|P07093|GDN_HUMAN Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1	1.8382158327137033	-0.48031790873784524	SERPINE2
sp|P07099|HYEP_HUMAN Epoxide hydrolase 1 OS=Homo sapiens OX=9606 GN=EPHX1 PE=1 SV=1	0.21374619435040665	0.055333074178934405	EPHX1
sp|P07108|ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2	1.277175824941459	0.4319476628841298	DBI
sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2	0.737790998858645	0.06016468613518766	LDHB
sp|P07197|NFM_HUMAN Neurofilament medium polypeptide OS=Homo sapiens OX=9606 GN=NEFM PE=1 SV=3	1.1479152239922361	0.24489397704641191	NEFM
sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4	0.8751401546153843	0.31926483149480567	GPX1
sp|P07204|TRBM_HUMAN Thrombomodulin OS=Homo sapiens OX=9606 GN=THBD PE=1 SV=2	0.4272695317498449	-0.24120975413907342	THBD
sp|P07237|PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	3.1373717323665233	-0.23873550174388347	P4HB
sp|P07305|H10_HUMAN Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3	1.4273502881636284	0.6607238542276963	H1-0
sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1	1.1304015999361006	-0.11081397995474873	CTSD
sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	2.179479095493806	-0.17471616793882472	ANXA2
sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	0.43379725508326933	-0.08495734085210432	CAPN1
sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2	0.9572730215453605	0.08908957489844926	TUBB
sp|P07585|PGS2_HUMAN Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1	0.022255791010478077	-0.0211134526058262	DCN
sp|P07602|SAP_HUMAN Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2	0.08961448355970224	-0.021654004262986026	PSAP
sp|P07686|HEXB_HUMAN Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=4	1.1450732218865056	-0.19582825841993268	HEXB
sp|P07711|CATL1_HUMAN Procathepsin L OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2	3.520951401612935	0.4573354767154065	CTSL
sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	1.9222652372040858	0.1931521157447711	PFN1
sp|P07738|PMGE_HUMAN Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2	3.9522681735493888	2.596387186828169	BPGM
sp|P07741|APT_HUMAN Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	1.2160945286691034	-0.3434442862730648	APRT
sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	1.165336960736761	0.0773698968738642	EPRS1
sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	0.015358301907434771	0.0054682716132830045	CTSB
sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	0.8745630482528168	-0.07208032538657672	HSP90AA1
sp|P07910|HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	0.6594678999965303	-0.08828885053371804	HNRNPC
sp|P07919|QCR6_HUMAN Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2	0.10530730084328647	0.08208859908583799	UQCRH
sp|P07942|LAMB1_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	2.999521275224292	-0.7723813244128219	LAMB1
sp|P07947|YES_HUMAN Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3	0.8825010671457437	-0.32728932507685693	YES1
sp|P07951|TPM2_HUMAN Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	0.3260277197668281	-0.07935869067799661	TPM2
sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	0.04252288930924254	-0.01874361703746097	FH
sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	2.608818499506911	-0.8071243242147214	THBS1
sp|P08123|CO1A2_HUMAN Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7	2.9798605058263625	-0.18201602500558223	COL1A2
sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	0.7452882846689921	0.0343574621677909	ANXA6
sp|P08134|RHOC_HUMAN Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1	2.458113073701631	-0.34376210050660716	RHOC
sp|P08174|DAF_HUMAN Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	0.4719879385814374	-0.3391709799165302	CD55
sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	1.3932524848145373	-0.13455958819860714	SLC3A2
sp|P08236|BGLR_HUMAN Beta-glucuronidase OS=Homo sapiens OX=9606 GN=GUSB PE=1 SV=2	0.2759616354628196	-0.16220365556171656	GUSB
